,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
46,BD+03 2562 b,8540.0,6.4 Jupiters,9.58,2017,Gas Giant,1.13 x Jupiter,1.3 AU,481.9 days,0.2,BD+03 2562,Radial Velocity,0.0,,,,,6.4,1.3,-1.3,0.0,Msini,,,,,,,,,0,0,0,0,11h50m15.55s,177.564804,+02d45m36.5s,2.760142,2618.0,564.0,-564.0,0.0,1106.93,66.8,-66.8,0.0,9.58,0.01,0.0,V (Johnson),8.998,,0.0,4095.0,20.0,-20.0,0.0,1.14,0.25,-0.25,0.0,32.35,8.82,-8.82,0.0,2017-06-15,Multiple Observatories
47,BD-06 1339 b,66.0,8.5 Earths,9.7,2013,Neptune-like,0.254 x Jupiter,0.0428 AU,3.9 days,0.0,BD+14 4559,Radial Velocity,0.0,,,,,1.04,0.47,-0.47,0.0,Msini,,,,,,,,,0,0,0,0,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,49.42,0.08,-0.08,0.0,49.42,0.08,-0.08,0.0,9.63,0.012,0.0,V (Johnson),9.351,,0.0,4864.0,101.0,-101.0,0.0,0.49,0.33,-0.33,0.0,0.86,0.04,-0.04,0.0,2018-09-06,McDonald Observatory
48,BD-06 1339 c,66.0,0.17 Jupiters,9.7,2013,Gas Giant,0.747 x Jupiter,0.435 AU,125.9 days,0.31,BD+15 2375,Radial Velocity,0.0,,,,,1.061,0.27,-0.27,0.0,Msini,,,,,,,,,0,0,0,0,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,774.0,165.0,-165.0,0.0,785.38,45.98,-45.98,0.0,10.31,0.023,0.0,V (Johnson),9.992,,0.0,4649.0,30.0,-30.0,0.0,1.08,0.14,-0.14,0.0,8.95,1.45,-1.45,0.0,2016-02-04,Roque de los Muchachos Observatory
49,BD-08 2823 b,135.0,12.7132 Earths,9.88,2009,Neptune-like,0.322 x Jupiter,0.06 AU,5.6 days,0.15,BD+15 2940,Radial Velocity,0.0,,,,,1.11,,,0.0,Msini,,,,,,,,,0,0,0,0,16h00m22.94s,240.095566,+15d32m48.9s,15.54693,431.61,6.55,-6.55,0.0,431.61,6.55,-6.55,0.0,9.046,0.021,0.0,V (Johnson),8.718,,0.0,4796.0,117.0,-117.0,0.0,1.1,0.2,-0.2,0.0,14.7,2.8,-2.8,0.0,2014-05-14,McDonald Observatory
50,BD-08 2823 c,135.0,0.33 Jupiters,9.88,2009,Gas Giant,1.11 x Jupiter,0.68 AU,237.6 days,0.19,BD+20 2457,Radial Velocity,0.0,,,,,55.59,78.55,-78.55,0.0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0.0,1670.85,222.63,-222.63,0.0,9.75,,0.0,V (Johnson),9.227,,0.0,4259.0,64.0,-64.0,0.0,10.83,22.96,-22.96,0.0,71.02,73.63,-73.63,0.0,2018-09-06,McDonald Observatory
51,BD-10 3166 b,276.0,0.59 Jupiters,10.08,2000,Gas Giant,1.26 x Jupiter,0.04 AU,3.5 days,0.02,BD+20 2457,Radial Velocity,0.0,,,,,12.47,,,0.0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0.0,1670.85,222.63,-222.63,0.0,9.75,,0.0,V (Johnson),9.227,,0.0,4259.0,64.0,-64.0,0.0,10.83,22.96,-22.96,0.0,71.02,73.63,-73.63,0.0,2014-05-14,McDonald Observatory
52,BD-11 4672 b,89.0,0.65 Jupiters,9.99,2014,Gas Giant,1.25 x Jupiter,2.36 AU,4.5 years,0.05,BD+20 274,Radial Velocity,0.0,,,,,4.2,,,0.0,Msini,,,,,,,,,0,0,0,0,01h43m40.88s,25.920324,+21d00m19.1s,21.005314,1383.85,86.64,-86.64,0.0,1383.85,86.64,-86.64,0.0,9.36,,0.0,V (Johnson),8.916,,0.0,4296.0,10.0,-10.0,0.0,0.8,0.2,-0.2,0.0,17.3,0.9,-0.9,0.0,2015-09-18,McDonald Observatory
53,BD-11 4672 c,89.0,15.37 Earths,9.99,2020,Neptune-like,0.36 x Jupiter,0.3 AU,74.2 days,0.4,BD+20 594,Transit,0.0,89.55,0.16,-0.16,0.0,0.07,0.03,-0.03,0.0,Mass,0.23,0.01,-0.01,0.0,,,,,0,0,1,1,03h34m36.23s,53.650967,+20d35m57.2s,20.599232,180.39,1.25,-1.25,0.0,180.39,1.25,-1.25,0.0,11.038,0.047,0.0,V (Johnson),10.864,,0.0,5766.0,99.0,-99.0,0.0,1.67,0.4,-0.4,0.0,1.08,0.06,-0.06,0.0,2018-04-26,K2
54,BD-13 2130 b,3095.0,9.78 Jupiters,9.45,2007,Gas Giant,1.11 x Jupiter,1.66 AU,2 years,0.21,BD+48 738,Radial Velocity,0.0,,,,,0.91,,,0.0,Msini,,,,,,,,,0,0,0,0,02h42m50.45s,40.710224,+49d35m13.1s,49.58696,892.17,44.78,-44.78,0.0,892.17,44.78,-44.78,0.0,9.14,,0.0,V (Johnson),8.656,,0.0,4414.0,15.0,-15.0,0.0,0.74,0.39,-0.39,0.0,11.0,1.0,-1.0,0.0,2015-08-13,McDonald Observatory
55,BD+14 4559 b,161.0,1.04 Jupiters,9.63,2009,Gas Giant,1.23 x Jupiter,0.78 AU,268.9 days,0.29,BD+48 740,Radial Velocity,0.0,,,,,1.7,0.7,-0.7,0.0,Msini,,,,,,,,,0,0,0,0,02h42m58.22s,40.742569,+48d55m48.2s,48.930061,678.94,22.15,-22.15,0.0,678.94,22.15,-22.15,0.0,8.699,0.015,0.0,V (Johnson),8.264,,0.0,4534.0,8.0,-8.0,0.0,1.09,0.16,-0.16,0.0,10.33,1.81,-1.81,0.0,2018-02-01,Multiple Observatories
56,BD+15 2375 b,2525.0,1.061 Jupiters,10.31,2016,Gas Giant,1.23 x Jupiter,0.576 AU,153.2 days,0.0,BD+49 828,Radial Velocity,0.0,,,,,1.6,0.4,-0.2,0.0,Msini,,,,,,,,,0,0,0,0,03h02m33.73s,45.640529,+49d43m48.0s,49.730011,447.59,7.79,-7.79,0.0,447.59,7.79,-7.79,0.0,9.38,0.02,0.0,V (Johnson),9.029,,0.0,4943.0,30.0,-30.0,0.0,1.52,0.22,-0.22,0.0,7.6,1.3,-1.3,0.0,2015-02-05,McDonald Observatory
57,BD+15 2940 b,1408.0,1.11 Jupiters,9.046,2013,Gas Giant,1.23 x Jupiter,0.539 AU,137.5 days,0.26,BD-06 1339,Radial Velocity,0.0,,,,,0.027,0.004,-0.004,0.0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,0.02,-0.02,0.0,20.28,0.02,-0.02,0.0,9.7,0.009,0.0,V (Johnson),9.107,,0.0,4324.0,100.0,-100.0,0.0,0.7,,,0.0,,,,,2014-05-14,La Silla Observatory
58,BD-17 63 b,113.0,5.1 Jupiters,9.566,2008,Gas Giant,1.15 x Jupiter,1.34 AU,1.8 years,0.54,BD-06 1339,Radial Velocity,0.0,,,,,0.17,0.03,-0.03,0.0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,0.02,-0.02,0.0,20.28,0.02,-0.02,0.0,9.7,0.009,0.0,V (Johnson),9.107,,0.0,4324.0,100.0,-100.0,0.0,0.7,,,0.0,,,,,2014-05-14,La Silla Observatory
59,BD+20 2457 b,5450.0,55.59 Jupiters,9.75,2009,Gas Giant,1.03 x Jupiter,1.05 AU,379.6 days,0.15,BD-08 2823,Radial Velocity,0.0,,,,,0.04,0.01,-0.01,0.0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,41.38,0.07,-0.07,0.0,41.38,0.07,-0.07,0.0,9.88,0.043,0.0,V (Johnson),9.503,,0.0,4816.0,114.0,-114.0,0.0,0.5,0.26,-0.26,0.0,0.71,0.04,-0.04,0.0,2018-09-06,La Silla Observatory
60,BD+20 2457 c,5450.0,12.47 Jupiters,9.75,2009,Gas Giant,1.1 x Jupiter,2.01 AU,1.7 years,0.18,BD-08 2823,Radial Velocity,0.0,,,,,0.33,0.03,-0.03,0.0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,41.38,0.07,-0.07,0.0,41.38,0.07,-0.07,0.0,9.88,0.043,0.0,V (Johnson),9.503,,0.0,4816.0,114.0,-114.0,0.0,0.5,0.26,-0.26,0.0,0.71,0.04,-0.04,0.0,2014-05-14,La Silla Observatory
61,BD+20 274 b,4514.0,4.2 Jupiters,9.36,2012,Gas Giant,1.16 x Jupiter,1.3 AU,1.6 years,0.21,BD-10 3166,Radial Velocity,0.0,,,,,0.59,0.07,-0.07,0.0,Msini,,,,,,,,,0,0,0,0,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,84.61,0.35,-0.35,0.0,84.61,0.35,-0.35,0.0,10.08,,0.0,V (Johnson),9.84,,0.0,5393.0,44.0,-44.0,0.0,1.47,0.24,-0.24,0.0,0.91,0.04,-0.04,0.0,2018-09-06,W. M. Keck Observatory
62,BD+20 594 b,588.0,22.2481 Earths,11.038,2016,Neptune-like,0.23 x Jupiter,0.241 AU,41.7 days,0.0,BD-11 4672,Radial Velocity,0.0,,,,0.0,0.65,0.05,-0.06,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.3,,,0.0,27.19,0.03,-0.03,0.0,9.99,,0.0,V (Johnson),9.485,,0.0,4550.0,110.0,-110.0,0.0,0.65,0.03,-0.03,0.0,0.64,0.02,-0.02,0.0,2020-07-23,La Silla Observatory
63,BD+48 738 b,2910.0,0.91 Jupiters,9.14,2011,Gas Giant,1.24 x Jupiter,1.0 AU,392.6 days,0.2,BD-11 4672,Radial Velocity,0.0,,,,0.0,0.04836,0.00934,-0.00884,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.3,,,0.0,27.19,0.03,-0.03,0.0,9.99,,0.0,V (Johnson),9.485,,0.0,4550.0,110.0,-110.0,0.0,0.65,0.03,-0.03,0.0,0.64,0.02,-0.02,0.0,2020-07-23,Roque de los Muchachos Observatory
64,BD+48 740 b,2215.0,1.7 Jupiters,8.699,2018,Gas Giant,1.2 x Jupiter,1.7 AU,2 years,0.76,BD-13 2130,Radial Velocity,0.0,,,,,9.78,4.56,-4.56,0.0,Msini,,,,,,,,,0,0,0,0,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,948.75,42.93,-42.93,0.0,948.75,42.93,-42.93,0.0,9.45,,0.0,V (Johnson),9.7,,0.0,4545.0,71.0,-71.0,0.0,2.12,1.47,-1.47,0.0,19.17,4.96,-4.96,0.0,2018-09-06,La Silla Observatory
65,BD+49 828 b,1460.0,1.6 Jupiters,9.38,2015,Gas Giant,1.21 x Jupiter,4.2 AU,7.1 years,0.35,BD-17 63,Radial Velocity,0.0,,,,,5.1,0.12,-0.12,0.0,Msini,,,,,,,,,0,0,0,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,34.49,0.09,-0.09,0.0,34.49,0.09,-0.09,0.0,9.566,0.024,0.0,V (Johnson),9.201,,0.0,4714.0,93.0,-93.0,0.0,0.74,0.03,-0.03,0.0,0.69,,,0.0,2014-05-14,La Silla Observatory
66,Beta Cancri b,295.0,7.8 Jupiters,3.53,2014,Gas Giant,1.12 x Jupiter,1.7 AU,1.7 years,0.08,bet Cnc,Radial Velocity,0.0,,,,,7.8,0.8,-0.8,0.0,Msini,,,,,,,,,0,0,0,0,08h16m30.92s,124.128838,+09d11m08.0s,9.185545,90.54,5.38,-5.38,0.0,90.54,5.38,-5.38,0.0,3.53,,0.0,V (Johnson),2.927,,0.0,4092.1,17.5,-17.5,0.0,1.7,0.1,-0.1,0.0,47.2,1.3,-1.3,0.0,2014-05-14,Bohyunsan Optical Astronomical Observatory
67,Beta Pictoris b,64.0,11 Jupiters,3.85,2008,Gas Giant,1.65 x Jupiter,9.1 AU,21 years,0.08,bet Pic,Imaging,0.0,88.9,0.7,-0.7,0.0,,,,,,,,,,,,,,0,0,0,2,05h47m17.09s,86.821198,-51d03m59.4s,-51.066513,19.75,0.13,-0.13,0.0,19.75,0.13,-0.13,0.0,3.85,,0.0,V (Johnson),3.725,,0.0,,,,,1.76,0.18,-0.17,0.0,,,,,2015-08-13,Paranal Observatory
68,Beta Pictoris c,64.0,9 Jupiters,3.85,2019,Gas Giant,1.12 x Jupiter,2.7 AU,3.3 years,0.24,bet Pic,Radial Velocity,0.0,90.0,,,0.0,9.0,,,0.0,Mass,,,,,,,,,0,0,0,0,05h47m17.09s,86.821198,-51d03m59.4s,-51.066513,19.75,0.13,-0.13,0.0,19.75,0.13,-0.13,0.0,3.85,,0.0,V (Johnson),3.725,,0.0,,,,,1.76,0.18,-0.17,0.0,,,,,2019-08-29,La Silla Observatory
69,Beta Ursae Minoris b,127.0,6.1 Jupiters,2.08,2014,Gas Giant,1.14 x Jupiter,1.4 AU,1.4 years,0.19,bet UMi,Radial Velocity,0.0,,,,,6.1,1.0,-1.0,0.0,Msini,,,,,,,,,0,0,0,0,14h50m42.33s,222.676361,+74d09m19.8s,74.155502,38.78,0.77,-0.8,0.0,,,,,2.08,,0.0,V (Johnson),,,,4126.0,25.0,-25.0,0.0,1.4,0.2,-0.2,0.0,38.3,1.1,-1.1,0.0,2014-05-14,Bohyunsan Optical Astronomical Observatory
70,CFBDSIR J145829+101343 b,75.0,10.5 Jupiters,,2011,Gas Giant,1.11 x Jupiter,2.6 AU,27.5 years,0.0,CFBDSIR J145829+101343,Imaging,,,,,,10.5,4.5,-4.5,0.0,Mass,,,,,,,,,0,0,0,1,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,23.1,2.4,-2.4,0.0,,,,,,,,,,,,580.5,24.5,-24.5,0.0,0.02,0.01,-0.01,0.0,,,,,2014-05-14,W. M. Keck Observatory
71,CHXR 73 b,623.0,12.569 Jupiters,17.293,2006,Gas Giant,1.1 x Jupiter,210.0 AU,5146.9 years,0.0,CHXR 73,Imaging,,,,,,12.569,8.379,-5.237,0.0,Mass,,,,,,,,,0,0,0,0,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,191.05,6.42,-6.42,0.0,191.05,6.42,-6.42,0.0,,,,,17.293,,0.0,,,,,0.35,,,0.0,,,,,2014-05-14,Hubble Space Telescope
72,CI Tauri b,515.0,11.6 Jupiters,12.939,2019,Gas Giant,1.11 x Jupiter,Unknown,9 days,0.25,CI Tau,Radial Velocity,0.0,50.5,6.3,-8.5,0.0,11.6,2.9,-2.7,0.0,Mass,,,,,,,,,0,0,0,0,04h33m52.01s,68.466728,+22d50m30.1s,22.841696,158.0,1.2,-1.2,0.0,158.71,1.19,-1.19,0.0,12.939,0.031,0.0,V (Johnson),12.145,,0.0,,,,,0.9,0.02,-0.02,0.0,,,,,2019-06-27,Multiple Observatories
73,CoRoT-10 b,1125.0,2.75 Jupiters,15.22,2010,Gas Giant,0.97 x Jupiter,0.1055 AU,13.2 days,0.53,CoRoT-1,Transit,0.0,85.1,0.5,-0.5,0.0,1.03,0.12,-0.12,0.0,Mass,1.49,0.08,-0.08,0.0,0.38,0.05,-0.05,0.0,0,0,0,0,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,805.31,24.33,-24.33,0.0,805.31,24.33,-24.33,0.0,13.6,,0.0,V (Johnson),13.457,,0.0,5950.0,150.0,-150.0,0.0,0.95,0.15,-0.15,0.0,1.11,0.05,-0.05,0.0,2014-05-14,CoRoT
74,CoRoT-11 b,1827.0,2.33 Jupiters,12.939,2010,Gas Giant,1.43 x Jupiter,0.0436 AU,3 days,0.0,CoRoT-10,Transit,0.0,88.55,0.2,-0.2,0.0,2.75,0.16,-0.16,0.0,Mass,0.97,0.07,-0.07,0.0,3.7,0.83,-0.83,0.0,0,0,0,0,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,345.0,70.0,-70.0,0.0,341.65,4.03,-4.03,0.0,15.22,0.05,0.0,V (Johnson),14.665,,0.0,5075.0,75.0,-75.0,0.0,0.89,0.05,-0.05,0.0,0.79,0.05,-0.05,0.0,2014-05-14,CoRoT
75,CoRoT-12 b,3751.0,0.917 Jupiters,15.515,2010,Gas Giant,1.44 x Jupiter,0.04016 AU,2.8 days,0.07,CoRoT-11,Transit,0.0,83.17,0.15,-0.15,0.0,2.33,0.34,-0.34,0.0,Mass,1.43,0.03,-0.03,0.0,0.99,0.15,-0.15,0.0,0,0,0,0,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,560.0,30.0,-30.0,0.0,666.35,24.68,-24.68,0.0,12.939,0.019,0.0,V (Johnson),12.841,,0.0,6440.0,120.0,-120.0,0.0,1.27,0.05,-0.05,0.0,1.37,0.03,-0.03,0.0,2014-05-14,CoRoT
76,CoRoT-13 b,3458.0,1.308 Jupiters,15.039,2010,Gas Giant,0.885 x Jupiter,0.051 AU,4 days,0.0,CoRoT-12,Transit,0.0,85.48,0.72,-0.77,0.0,0.917,0.07,-0.065,0.0,Mass,1.44,0.13,-0.13,0.0,0.411,0.129,-0.094,0.0,0,0,0,0,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,1150.0,85.0,-85.0,0.0,1161.12,57.69,-57.69,0.0,15.515,0.052,0.0,V (Johnson),15.345,,0.0,5675.0,80.0,-80.0,0.0,1.08,0.08,-0.07,0.0,1.12,0.1,-0.09,0.0,2014-05-14,CoRoT
77,CoRoT-14 b,4371.0,7.6 Jupiters,16.033,2010,Gas Giant,1.09 x Jupiter,0.027 AU,1.5 days,0.0,CoRoT-13,Transit,0.0,88.02,0.34,-0.36,0.0,1.308,0.066,-0.066,0.0,Mass,0.885,0.014,-0.014,0.0,2.34,0.23,-0.23,0.0,0,0,0,0,06h50m53.07s,102.721137,-05d05m11.2s,-5.086445,1060.0,100.0,-100.0,0.0,1184.91,61.25,-61.25,0.0,15.039,0.041,0.0,V (Johnson),14.915,,0.0,5945.0,90.0,-90.0,0.0,1.09,0.02,-0.02,0.0,1.01,0.03,-0.03,0.0,2014-05-14,CoRoT
78,CoRoT-16 b,2740.0,0.535 Jupiters,15.63,2011,Gas Giant,1.17 x Jupiter,0.0618 AU,5.4 days,0.33,CoRoT-14,Transit,0.0,79.6,0.8,-0.8,0.0,7.6,0.6,-0.6,0.0,Mass,1.09,0.07,-0.07,0.0,7.3,1.5,-1.5,0.0,0,0,0,0,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,1340.0,110.0,-110.0,0.0,1826.96,166.6,-166.6,0.0,16.033,0.07,0.0,V (Johnson),15.812,,0.0,6035.0,100.0,-100.0,0.0,1.13,0.09,-0.09,0.0,1.21,0.08,-0.08,0.0,2014-05-14,CoRoT
79,CoRoT-17 b,3001.0,2.43 Jupiters,15.46,2011,Gas Giant,1.02 x Jupiter,0.0461 AU,3.8 days,0.0,CoRoT-16,Transit,0.0,85.01,0.94,-1.2,0.0,0.535,0.085,-0.083,0.0,Mass,1.17,0.16,-0.14,0.0,0.44,0.21,-0.14,0.0,0,0,0,0,18h34m05.93s,278.524691,-06d00m09.3s,-6.002595,840.0,90.0,-90.0,0.0,745.96,34.71,-34.71,0.0,15.63,,0.0,V (Johnson),15.651,,0.0,5650.0,100.0,-100.0,0.0,1.1,0.08,-0.08,0.0,1.19,0.14,-0.13,0.0,2014-05-14,CoRoT
80,CoRoT-18 b,2838.0,3.47 Jupiters,15.0,2011,Gas Giant,1.31 x Jupiter,0.0295 AU,1.9 days,< 0.08,CoRoT-17,Transit,0.0,88.34,1.54,-1.54,0.0,2.43,0.3,-0.3,0.0,Mass,1.02,0.07,-0.07,0.0,2.82,0.38,-0.38,0.0,0,0,0,0,18h34m47.82s,278.699254,-06d36m44.0s,-6.612234,920.0,50.0,-50.0,0.0,1214.51,57.74,-57.74,0.0,15.46,,0.0,V (Johnson),15.437,,0.0,5740.0,80.0,-80.0,0.0,1.04,0.1,-0.1,0.0,1.59,0.07,-0.07,0.0,2014-05-14,CoRoT
81,CoRoT-19 b,2512.0,1.11 Jupiters,14.007,2011,Gas Giant,1.29 x Jupiter,0.0518 AU,3.9 days,0.05,CoRoT-18,Transit,1.0,86.5,1.4,-0.9,0.0,3.47,0.38,-0.38,0.0,Mass,1.31,0.18,-0.18,0.0,2.2,0.8,-0.8,0.0,0,0,0,0,06h32m41.38s,98.17241,-00d01m53.7s,-0.031586,870.0,90.0,-90.0,0.0,780.87,27.57,-27.57,0.0,15.0,0.1,0.0,V (Johnson),14.801,,0.0,5440.0,100.0,-100.0,0.0,0.95,0.15,-0.15,0.0,1.0,0.13,-0.13,0.0,2014-05-14,CoRoT
82,CoRoT-1 b,2627.0,1.03 Jupiters,13.6,2008,Gas Giant,1.49 x Jupiter,0.02752 AU,1.5 days,0.0,CoRoT-19,Transit,0.0,88.0,0.7,-0.7,0.0,1.11,0.06,-0.06,0.0,Mass,1.29,0.03,-0.03,0.0,0.71,0.06,-0.06,0.0,0,0,0,0,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,770.0,160.0,-160.0,0.0,807.99,26.81,-26.81,0.0,14.007,,0.0,V (Johnson),13.783,,0.0,6090.0,70.0,-70.0,0.0,1.21,0.05,-0.05,0.0,1.65,0.04,-0.04,0.0,2014-05-14,CoRoT
83,CoRoT-20 b,2819.0,4.3 Jupiters,14.66,2011,Gas Giant,0.84 x Jupiter,0.09 AU,9.2 days,0.59,CoRoT-2,Transit,0.0,88.08,0.18,-0.16,0.0,3.47,0.22,-0.22,0.0,Mass,1.466,0.042,-0.044,0.0,1.47,0.08,-0.074,0.0,1,0,0,2,19h27m06.49s,291.777056,+01d23m01.4s,1.383714,200.0,,,0.0,214.56,2.47,-2.47,0.0,12.57,,0.0,V (Johnson),12.249,,0.0,5625.0,120.0,-120.0,0.0,0.96,0.08,-0.08,0.0,0.91,0.03,-0.03,0.0,2014-05-14,CoRoT
84,CoRoT-20 c,2819.0,17 Jupiters,14.66,2018,Gas Giant,1.09 x Jupiter,2.9 AU,4.6 years,0.6,CoRoT-20,Transit,0.0,88.21,0.53,-0.53,0.0,4.3,0.2,-0.2,0.0,Mass,,,,,,,,,0,0,0,1,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,24.46,-24.46,0.0,864.31,24.46,-24.46,0.0,14.66,,0.0,V (Johnson),14.469,,0.0,,,,,1.14,0.08,-0.08,0.0,,,,,2018-07-19,CoRoT
85,CoRoT-21 b,4563.0,2.26 Jupiters,16.0,2012,Gas Giant,1.3 x Jupiter,0.0417 AU,2.7 days,0.0,CoRoT-20,Radial Velocity,0.0,,,,,17.0,1.0,-1.0,0.0,Msini,,,,,,,,,0,0,0,0,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,24.46,-24.46,0.0,864.31,24.46,-24.46,0.0,14.66,,0.0,V (Johnson),14.469,,0.0,,,,,1.14,0.08,-0.08,0.0,,,,,2018-07-19,Multiple Observatories
86,CoRoT-22 b,1931.0,12.2 Earths,13.944,2014,Neptune-like,0.435 x Jupiter,0.092 AU,9.8 days,0.08,CoRoT-21,Transit,0.0,86.8,2.1,-2.1,0.0,2.26,0.31,-0.31,0.0,Mass,1.3,0.14,-0.14,0.0,1.36,0.48,-0.48,0.0,0,0,0,0,06h44m12.588s,101.05245,-00d17m56.868s,-0.29913,1398.83,286.45,-286.45,0.0,1398.83,286.45,-286.45,0.0,16.0,,0.0,V (Johnson),15.856,,0.0,6200.0,100.0,-100.0,0.0,1.29,0.09,-0.09,0.0,1.95,0.21,-0.21,0.0,2018-12-06,CoRoT
87,CoRoT-23 b,1957.0,2.8 Jupiters,15.63,2011,Gas Giant,1.05 x Jupiter,0.048 AU,3.6 days,0.16,CoRoT-22,Transit,0.0,89.749,0.032,-0.9,0.0,0.038,0.044,-0.028,0.0,Mass,0.435,0.015,-0.035,0.0,0.249,1.0,-0.097,0.0,0,0,0,0,18h42m40.11s,280.667115,+06d13m08.9s,6.219136,592.0,25.0,-42.0,0.0,638.47,11.31,-11.31,0.0,13.944,0.083,0.0,V (Johnson),13.73,,0.0,5939.0,54.0,-120.0,0.0,1.1,0.05,-0.05,0.0,1.14,0.04,-0.09,0.0,2014-08-21,CoRoT
88,CoRoT-24 b,1957.0,5.7 Earths,15.18,2014,Neptune-like,0.33 x Jupiter,0.056 AU,5.1 days,0.0,CoRoT-23,Transit,0.0,85.7,2.6,-1.5,0.0,2.8,0.3,-0.3,0.0,Mass,1.05,0.13,-0.13,0.0,3.0,1.1,-1.1,0.0,0,0,0,0,18h39m07.83s,279.782615,+04d21m28.1s,4.357806,600.0,50.0,-50.0,0.0,1092.4,45.9,-45.9,0.0,15.63,0.07,0.0,V (Johnson),15.068,,0.0,5900.0,100.0,-100.0,0.0,1.14,0.08,-0.08,0.0,1.61,0.18,-0.18,0.0,2014-05-14,CoRoT
89,CoRoT-24 c,1957.0,28 Earths,15.18,2014,Neptune-like,0.44 x Jupiter,0.098 AU,11.8 days,0.0,CoRoT-24,Transit,0.0,86.5,2.0,-2.0,0.0,0.018,,,1.0,Mass,0.33,0.04,-0.04,0.0,0.9,,,1.0,0,0,0,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.0,70.0,-70.0,0.0,601.22,16.02,-16.02,0.0,,,,,15.18,,0.0,4950.0,150.0,-150.0,0.0,0.91,0.09,-0.09,0.0,0.86,0.09,-0.09,0.0,2018-05-31,CoRoT
90,CoRoT-25 b,3262.0,0.27 Jupiters,14.711,2013,Gas Giant,1.08 x Jupiter,0.0578 AU,4.9 days,0.0,CoRoT-24,Transit,0.0,89.0,1.0,-1.6,0.0,0.088,0.035,-0.035,0.0,Mass,0.44,0.04,-0.04,0.0,1.3,0.5,-0.4,0.0,0,0,0,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.0,70.0,-70.0,0.0,601.22,16.02,-16.02,0.0,,,,,15.18,,0.0,4950.0,150.0,-150.0,0.0,0.91,0.09,-0.09,0.0,0.86,0.09,-0.09,0.0,2014-06-11,CoRoT
91,CoRoT-26 b,5448.0,0.52 Jupiters,15.468,2013,Gas Giant,1.26 x Jupiter,0.0526 AU,4.2 days,0.0,CoRoT-25,Transit,0.0,84.5,0.8,-0.3,0.0,0.27,0.04,-0.04,0.0,Mass,1.08,0.3,-0.1,0.0,0.15,0.15,-0.06,0.0,0,0,0,0,18h42m31.12s,280.629662,+06d30m49.8s,6.513829,1000.0,85.0,-25.0,0.0,1137.85,44.95,-44.95,0.0,,,,,14.711,,0.0,6040.0,90.0,-90.0,0.0,1.09,0.11,-0.05,0.0,1.19,0.14,-0.03,0.0,2014-05-14,CoRoT
